,uniqueID,text,label
164,antisexm24_uk-32,"Suella Braverman will be gone by the weekend. The stories will not go away and I think we are potentially looking at criminality here. But not only is this bad for Braverman , it also raises serious questions about Sunak""s judgement. Either way, it looks terrible for this government.",neither
165,antisexm24_uk-33,"Sharing a restricted document is a sackable offence in Govt service and can lead to being prosecuted and even sent to jail Suella Braverman doing it gets a week off, possibly a 3 month salary payoff and reinstatement One rule for Ministers. Another for us Is that right Mr Sunak?",neither
166,antisexm24_uk-34,"I predict a rapid self-combustion of @SuellaBraverman, yet again proving that the todays carousel of chaos is no better than last weeks shower of shenanigans.",neither
167,antisexm24_uk-35,"While everyone is busy with congratulations, let us remind ourselves of Liz Truss platform: - Tax cuts for the rich - War with trade unions - No real action on energy bills We say no. On October lst, we are organising protests across Britain  join us. #EnoughIsEnough",neither
168,antisexm24_uk-36,"This morning Rishi Sunak had the goodwill of many. This afternoon, he betrayed the direction of his government - and perhaps his own dream - with the appointment of Suella Braverman.",neither
169,antisexm24_uk-37,BREAKING: A UK judge has ordered the extradition of Julian Assange to the US where he will face a 175 year sentence for publishing The decision will now move to UK Home Secretary Priti Patel  the defense have until May 18 to make submissions [URL] [URL],neither
170,antisexm24_uk-38,"I am delighted by the appointment of Nigerian Born @KemiBadenoch MP, as the Secretary of State for International Trade and President of the Board of Trade, by the new UK""s Prime Minister, @trussliz [URL]",neither
171,antisexm24_uk-39,BREAKING: Suella Braverman returns as Home Secretary six days after being sacked for a security breach,neither
172,antisexm24_uk-4,Just bumped into Suella Braverman who said to me traitors like you are why we are in this mess. She did not like it when I asked her to put that into an email.,neither
173,antisexm24_uk-40,What was @pritipatel afraid of? All my questions would have been factual. :thinking_face: [URL],neither
174,antisexm24_uk-41,One of the Nolan Principles which is embedded in the ministerial code is Accountability. How is it accountable to flee the chamber to avoid answering questions about your own resignation and security breach @SuellaBraverman ?,neither
175,antisexm24_uk-42,"Priti Patel""s performance at the despatch box today was dispiriting to say the very least - refusing to answer perfectly reasonable questions and just insulting opposition MPs. It was an affront to Parliament.",neither
176,antisexm24_uk-43,How is your day coming along on a scale of Priti Patel got her arse handed to her by Yvette Cooper to 20? [URL],neither
177,antisexm24_uk-44,"More North Sea oil and gas - but no mention of renewables, no insulation, and no windfall tax - @trussliz could not have got this any more wrong. Does she not have a *clue* what got us into this crisis in the first place? #PMQs",sexism
178,antisexm24_uk-45,"BREAKING: If people protested against their government in London like they are protesting in Moscow, Priti Patel could lock them up for up to 10 years. We are not much of a democracy either x",neither
179,antisexm24_uk-46,"Suella Braverman might become the shortest-serving Home Secretary in British history, beating Suella Bravermans record",neither
180,antisexm24_uk-47,"If Sunak over-ruled advice of cabinet secretary Case when re-appointing Suella Braverman as cabinet secretary, as believed, serious constitutional issues are raised, especially the role of cab sec in making sure ministers are not a security risk. @johnmcdonnellMP, member",neither
181,antisexm24_uk-48,Liz Truss confirms there will be no windfall tax on energy companies even if they are making 170 billion pounds in excessive profits. #Pmqs,neither
182,antisexm24_uk-49,"Dear God, Please do not let @RishiSunak allow @SuellaBraverman anywhere near his Cabinet. Yours, Kirstie",neither
183,antisexm24_uk-5,"OMG she is only gone and done it :face_screaming_in_fear: @trussliz has put fossil fuel loving, deregulation-obsessed Jacob Rees Mogg in charge of both energy and climate crises -he is not a serious person and this is not a serious Government. Can only hope he wakes up in time to recognise scale of emergency [URL]",neither
184,antisexm24_uk-50,That @Conservatives unity started well by Liz Truss not shaking hands with Sunak and just racing past him :face_with_tears_of_joy::face_with_tears_of_joy:,neither
185,antisexm24_uk-51,"Wow. A lot of masks are slipping this week. Some people really have a problem with @Conservatives having such a diverse team under @trussliz Got told to leave the country by Steve Bray on Monday, got called a coconut today. What joys will the rest of the week bring?",neither
186,antisexm24_uk-52,Careful not to share this of @trussliz she is apparently trying to keep it a secret. Courtesy of @AdamBienkov [URL],neither
187,antisexm24_uk-53,No situation has even been improved by a contribution from Liz Truss,neither
188,antisexm24_uk-54,Let Suella Braverman be a warning to everybody: break the ministerial code and you will face the full might of a week off,neither
189,antisexm24_uk-55,"""If the accommodation is not good enough for them they can get on a rubber dinghy back to France,"" Conservative MP Lee Anderson tells Suella Braverman. Braverman: ""My friend is right... Any complaints that the accommodation is not good enough is frankly indulgent and ungrateful."" [URL]",neither
190,antisexm24_uk-56,Suella Braverman fails to turn up to the House of Commons to answer the Urgent Question on her resignation and reappointment as Home Secretary.,neither
191,antisexm24_uk-57,Police hunting for leads in the case of who left a little present in Liz Truss shoe (Photo @PoliticalPics) [URL],neither
192,antisexm24_uk-58,"Yvette Cooper rips into Suella Braverman over her reappointment. ""Is she such a novice that she did not know exactly what she was doing... because she was tired... there are suggestions, while she was AG, she was investigated for a leak... relating to the security service..."" [URL]",neither
193,antisexm24_uk-59,"BREAKING: Liz Truss warns that if Russia is removed from the SWIFT system, donations to the Tory Party will fall by 90%",neither
194,antisexm24_uk-6,I have worked with 8 Home Secretaries and I can say with some confidence that Priti Patel was the worst so far,neither
195,antisexm24_uk-60,"BREAKING: Priti Patel declares no ""migrant dinghy"" will go undiscovered in the English Channel. Interestingly, most British people would prefer no tax-dodging non-doms went undiscovered in the Tory Party, considering they cost us about 6000x more money x",neither
196,antisexm24_uk-61,"Here is Suella Braverman Telling us that paying a Brexit divorce bill to the EU was project fear In July, Govts own estimate put the divorce bill at 42.5bn One HELL of an error or lie And yet, she is been appointed as Home Secretary AGAIN [URL]",neither
197,antisexm24_uk-62,"Journalists from the Guardian, FT and Mirror were blocked from joining Home Secretary Priti Patel""s trip to Rwanda. :backhand_index_pointing_down:[URL]",neither
198,antisexm24_uk-63,"Labour would freeze energy bills through a windfall tax on oil and gas profits. Liz Truss will not touch those profits. Instead, she wants working people to pay for decades to come. Only Labour can offer Britain a fresh start. [URL]",neither
199,antisexm24_uk-64,"I asked Conservative MP Jonathan Gullis: if the asylum system is broken, as @SuellaBraverman claims, did his party - in power for 12 years - break it or fail to fix it? He blamed @UKLabour and membership of the EU",neither
200,antisexm24_uk-65,"For all the justified criticism, Priti Patel""s presence in the Home Office at least had a clear purpose: performative callousness towards refugees. Now that the public mood has changed so dramatically, she is entirely pointless. Even from her own side""s perspective.",sexism
201,antisexm24_uk-66,I gave Suella Braverman her job back after seeing this interview and being reminded of her razor sharp intellect and ability to remain cool and effective under pressure. #Reshuffle [URL],neither
202,antisexm24_uk-67,"Last night on @bbcquestiontime Attorney General Suella Braverman shamelessly tried to whip up anger by blaming the EU for creating a border in the Irish Sea. It was NOT the EU, it WAS Boris Johnsons oven ready Brexit deal! DO NOT LET THESE CHARLATANS GET AWAY WITH IT [URL]",neither
203,antisexm24_uk-68,Oh dear. This suggests Sunak may have misled the Commons on his very first outing as PM . Doubts arise over Bravermans claim to have come forward about code breach | Suella Braverman | The Guardian [URL],neither
204,antisexm24_uk-69,"Liz Truss is the perfect example of this governments levelling up policy in action; they will not let experience, ability or suitability hold you back [URL]",neither
205,antisexm24_uk-7,"I would like to congratulate our next Prime Minister Liz Truss as she prepares for office. But after 12 years of the Tories all we have to show for it is low wages, high prices, and a Tory cost of living crisis. Only Labour can deliver the fresh start our country needs.",neither
206,antisexm24_uk-70,"This is harrowing and horrible. And given Bravermans dream of deporting refugees, you have to wonder whether she also derives some sort of sick pleasure from treating these desperate and vulnerable people so appallingly. It is all so very, very sad. [URL]",neither
207,antisexm24_uk-71,There is a full scale political crisis for the home secretary Suella Braverman and new PM Rishi Sunak in the failure to prevent the Manston migrant processing centre being totally overwhelmed by asylum seekers. Here are the important facts. 1/20,neither
208,antisexm24_uk-72,We need an even handed strong speaker. If he had interjected to allow @CarolineLucas to speak...it would have been much quicker.Looks like bias to me on a question i find very very important to be asked and answered. [URL],anti-sexism
209,antisexm24_uk-73,"Congratulations to @trussliz on her decisive win. I know she has the right plan to tackle the cost of living crisis, unite our party and continue the great work of uniting and levelling up our country. Now is the time for all Conservatives to get behind her 100 per cent.",anti-sexism
210,antisexm24_uk-74,Liz Truss persuaded by aides to share a photo of Nazanin Zaghari-Ratcliffe to celebrate her release. [URL],neither
211,antisexm24_uk-75,"In case you thought I was the sensible option, I have just made Suella Braverman Home Secretary again. #Reshuffle",neither
212,antisexm24_uk-76,Ireland has created a full visa waiver for Ukrainians seeking refuge...the UK has not...speaks volumes...or have I got that wrong @pritipatel ?,neither
213,antisexm24_uk-77,"Just when we see the back of a law-breaking, Parliament-proroguing, office-abusing PM in Boris Johnson - he is replaced by a climate-wrecking, handout-refusing, redistribution-opposing, Brexit ideologue PM in @trussliz Buckle up, it is going to be a rough ride #ToryLeadershipRace",neither
214,antisexm24_uk-78,"Love how Tories started the week trying to destroy the decent and authentic Angela Rayner by pretending she was sexualising herself for political gain, and ended the week losing yet another MP because he aroused himself whilst pretending to be exploring agricultural machinery.",anti-sexism
215,antisexm24_uk-79,A Tory MP actually sat in parliament and fumed that @joelycett made a joke about Liz Truss [URL],neither
216,antisexm24_uk-8,Bigotry courtesy of @BorisJohnson and @pritipatel. You will not faze me. [URL],neither
217,antisexm24_uk-80,For humanities sake @pritipatel make this the moment you step up. Help these people open our doors as we would hope they would for us if ever we need them make it easier not harder. [URL],neither
218,antisexm24_uk-81,"Tory MPs try to shout down @CarolineLucas""s important question on Russian interference in UK politics - as they do all too often with progressive female politicians. The Speaker, incredibly, interjects to tell HER off, for taking too long. ~AA #PMQs [URL]",anti-sexism
219,antisexm24_uk-82,"He asked her why would you do this, who is going to be better at this role than me, which of your mates gets the job, you promised a meritocracy? PM - I cannot answer that Johnny This system stinks and treats people appallingly Best person I know sacked by an imbecile @trussliz [URL]",neither
220,antisexm24_uk-83,So either @SuellaBraverman turns up to explain herself and her policies in parliament today or she is cowering under a desk. Either way voters are going to conclude she is a liability and Sunak only appointed her out of his own ambition.,neither
221,antisexm24_uk-84,"We are in a cost of living crisis, an energy crisis, a climate crisis, a food security crisis - and the first thing @trussliz calls for in her speech is... more roads???",neither
222,antisexm24_uk-85,Did @trussliz take her mobile phone to Moscow in defiance of foreign office advice?,neither
223,antisexm24_uk-86,Watching Yvette Cooper debate Suella Braverman is like watching Albert Einstein debating a goldfish.,sexism
224,antisexm24_uk-87,I note that you have reappointed Suella Braverman as Home Secretary. She resigned after 6 days for breaching her ministerial code. She also described the transportation of vulnerable asylum seekers as her dream. Why have you appointed her? Was it for her compassion and integrity?,neither
225,antisexm24_uk-88,I listened to @SuellaBraverman in the House of Commons todayher views on immigration I believe are those of the majorityshe will survive the whining of her critics,neither
226,antisexm24_uk-89,I have just come to understand that #SuellaBraverman did not just use her personal email to mistakenly send a confidential but meaningless document.The reason this was discovered was because she sent it to the WRONG PERSON but there is more.. l/e:thread:,neither
227,antisexm24_uk-9,"Have I got this right? Liz Truss is intending to lend us the money to temporarily freeze our gas bills, then make us pay it off in the next 20 years or so? All whilst the energy companies escape a windfall tax and get to make even more obscene profits?",neither
228,antisexm24_uk-90,Bravermans defence - and now Goves defence of her - is that she accidentally sent a sensitive document to someone who was not permitted to see it it while trying to *deliberately* send it to someone else who was also not permitted to see it. Ridiculous. [URL],neither
229,antisexm24_uk-91,They bothered with the set.They set up an autocue. The hype was huge!People the world over waiting to hang on every word. And he said nothing other than he thought Liz Truss was terrific and he liked the country quite a lot and he hoped the Tory party could pull together. Weird,neither
230,antisexm24_uk-92,"Politics is a rough trade and Rishi Sunak needed Suella Braverman""s support at the weekend, but receiving several :face_vomiting: emojis from MPs that someone sacked as a security threat g days ago is now walking back up Downing Street. Hard for Sunak to rabbit on about integrity now",neither
231,antisexm24_uk-93,"I am told by a Home Office source that civil servants got no parting message from Priti Patel, not even a brief thanks for their work. Apparently this is v unusual for a parting home sec Quite telling of Patel""s relationship with and treatment of her staff while she was in office",neither
232,antisexm24_uk-94,"So Suella Braverman, who wants to make cannabis a class A drug, will sit in cabinet alongside self-confessed cocaine user Michael Gove",neither
233,antisexm24_uk-95,:eyes:Boris Johnson and Simon Case suppressed details of Liz Trusss phone hack with allies fearing it could derail her Tory leadership campaign. [URL],neither
234,antisexm24_uk-96,"Dear @CommonsSpeaker were you awake at #PMQs today? Letting MPs shout over @CarolineLucas whilst she asked v relevant question on we want to know answer to, then telling her off was disgraceful. If you cannot be bothered to do the job well, step aside for someone who will.",anti-sexism
235,antisexm24_uk-97,"I do not care if Liz Truss had an affair, I do not care about the BMI of Teresa Coffey I worry that their policies on abortion, fuel crisis and social care will affect the most vulnerable in our communities",anti-sexism
236,antisexm24_uk-98,Priti Patel and Liz Truss are in posts at least three grades above their levels of competence. How did this happen?,sexism
237,antisexm24_uk-99,"""Let us stop pretending they are all refugees in distress, the whole country knows that is not true."" Suella Braverman says she is ""utterly serious about ending the scourge of illegal migration"" and about fixing ""our hopelessly lax asylum system"". [URL] [URL]",neither
